entity string,id
394.NGR_c24650,567
394.NGR_c00780,568
394.NGR_c35410,569
394.NGR_c31330,570
394.NGR_c00820,571
394.NGR_c12100,572
394.NGR_c05230,573
394.NGR_c22390,574
394.NGR_c02010,575
394.NGR_c13810,576
394.NGR_c01860,577
394.NGR_c20280,578
394.NGR_c20270,579
394.NGR_c21030,580
394.NGR_c27760,581
394.NGR_c25520,582
394.NGR_c23620,583
394.NGR_c25510,584
394.NGR_c32300,585
394.NGR_c35500,586
394.NGR_c06890,587
394.NGR_c09360,588
394.NGR_c33780,589
394.NGR_c00840,590
394.NGR_c28170,591
394.NGR_c27140,592
394.NGR_c28320,593
394.NGR_c26570,594
394.NGR_c23190,595
394.NGR_c13370,596
394.NGR_c31670,597
394.NGR_c31660,598
394.NGR_c32170,599
394.NGR_c36250,600
394.NGR_c37090,601
394.NGR_c11820,602
394.NGR_c10810,603
394.NGR_c00860,604
394.NGR_c00870,605
394.NGR_c09210,606
394.NGR_c10530,607
394.NGR_c11180,608
394.NGR_c19880,609
394.NGR_c10560,610
394.NGR_c10540,611
394.NGR_c12820,612
394.NGR_c15480,613
394.NGR_c14340,614
394.NGR_c13940,615
394.NGR_c14160,616
394.NGR_c15000,617
394.NGR_c15470,618
394.NGR_c15490,619
394.NGR_c15920,620
394.NGR_c15660,621
394.NGR_c17000,622
394.NGR_c30130,623
394.NGR_c26240,624
394.NGR_c21820,625
394.NGR_c21810,626
394.NGR_c25920,627
394.NGR_c22370,628
394.NGR_c22080,629
394.NGR_c22070,630
394.NGR_c22270,631
394.NGR_c24770,632
394.NGR_c25660,633
394.NGR_c29020,634
394.NGR_c26860,635
394.NGR_c26250,636
394.NGR_c26640,637
394.NGR_c29900,638
394.NGR_c29890,639
394.NGR_c08740,640
394.NGR_c30890,641
394.NGR_c30420,642
394.NGR_c30900,643
394.NGR_c33180,644
394.NGR_c31280,645
394.NGR_c31270,646
394.NGR_c31290,647
394.NGR_c36680,648
394.NGR_c36190,649
394.NGR_c08560,650
394.NGR_c06160,651
394.NGR_c06410,652
394.NGR_c08180,653
394.NGR_c09570,654
394.NGR_c09720,655
394.NGR_c00880,656
394.NGR_c00930,657
394.NGR_c16900,658
394.NGR_c00980,659
394.NGR_c06990,660
394.NGR_c21730,661
394.NGR_c20320,662
394.NGR_c21440,663
394.NGR_c20390,664
394.NGR_c30160,665
394.NGR_c25860,666
394.NGR_c23150,667
394.NGR_c22210,668
394.NGR_c22890,669
394.NGR_c24190,670
394.NGR_c24110,671
394.NGR_c25410,672
394.NGR_c29450,673
394.NGR_c26010,674
394.NGR_c26000,675
394.NGR_c26300,676
394.NGR_c28070,677
394.NGR_c06130,678
394.NGR_c33040,679
394.NGR_c30550,680
394.NGR_c30250,681
394.NGR_c30430,682
394.NGR_c31560,683
394.NGR_c32950,684
394.NGR_c03390,685
394.NGR_c33630,686
394.NGR_c33130,687
394.NGR_c06090,688
394.NGR_c36350,689
394.NGR_c37050,690
394.NGR_c09060,691
394.NGR_c07000,692
394.NGR_c01050,693
394.NGR_c37120,694
394.NGR_c34440,695
394.NGR_c04550,696
394.NGR_c22050,697
394.NGR_c12540,698
394.NGR_c16890,699
394.NGR_c16520,700
394.NGR_c18650,701
394.NGR_c30220,702
394.NGR_c26760,703
394.NGR_c01060,704
394.NGR_c35450,705
394.NGR_c05310,706
394.NGR_c08610,707
394.NGR_c01080,708
394.NGR_c26040,709
394.NGR_c26030,710
394.NGR_c01110,711
394.NGR_c17360,712
394.NGR_c06190,713
394.NGR_c26050,714
394.NGR_c33700,715
394.NGR_c06280,716
394.NGR_c06530,717
394.NGR_c06290,718
394.NGR_c01090,719
394.NGR_c29480,720
394.NGR_c01170,721
394.NGR_c01160,722
394.NGR_c35340,723
394.NGR_c34850,724
394.NGR_c06460,725
394.NGR_c01100,726
394.NGR_c03100,727
394.NGR_c31000,728
394.NGR_c35290,729
394.NGR_c36780,730
394.NGR_c25320,731
394.NGR_c25200,732
394.NGR_c03290,733
394.NGR_c33090,734
394.NGR_c25190,735
394.NGR_c02480,736
394.NGR_c20680,737
394.NGR_c20670,738
394.NGR_c19530,739
394.NGR_c14530,740
394.NGR_c14510,741
394.NGR_c13700,742
394.NGR_c14520,743
394.NGR_c17800,744
394.NGR_c17830,745
394.NGR_c17810,746
394.NGR_c17820,747
394.NGR_c24730,748
394.NGR_c21520,749
394.NGR_c24720,750
394.NGR_c24230,751
394.NGR_c24130,752
394.NGR_c21700,753
394.NGR_c24220,754
394.NGR_c24150,755
394.NGR_c02450,756
394.NGR_c24710,757
394.NGR_c02470,758
394.NGR_c34350,759
394.NGR_c34340,760
394.NGR_c33080,761
394.NGR_c34520,762
394.NGR_c36790,763
394.NGR_c34510,764
394.NGR_c34500,765
394.NGR_c35250,766
394.NGR_c35280,767
394.NGR_c35270,768
394.NGR_c36800,769
394.NGR_c06000,770
394.NGR_c05990,771
394.NGR_c06670,772
394.NGR_c06680,773
394.NGR_c06690,774
394.NGR_c09160,775
394.NGR_c06700,776
394.NGR_c33070,777
394.NGR_c33060,778
394.NGR_c30950,779
394.NGR_c03140,780
394.NGR_c25500,781
394.NGR_c25490,782
394.NGR_c25480,783
394.NGR_c30570,784
394.NGR_c30560,785
394.NGR_c03120,786
394.NGR_c30970,787
394.NGR_c30960,788
394.NGR_c30980,789
394.NGR_c03110,790
394.NGR_c24440,791
394.NGR_c25470,792
394.NGR_c03470,793
394.NGR_c01140,794
394.NGR_c22740,795
394.NGR_c10900,796
394.NGR_c10890,797
394.NGR_c24840,798
394.NGR_c01150,799
394.NGR_c01810,800
394.NGR_c04740,801
394.NGR_c36700,802
394.NGR_c26770,803
394.NGR_c25690,804
394.NGR_c24210,805
394.NGR_c03790,806
394.NGR_c27350,807
394.NGR_c31170,808
394.NGR_c07250,809
394.NGR_c04690,810
394.NGR_c01180,811
394.NGR_c02090,812
394.NGR_c05030,813
394.NGR_c33330,814
394.NGR_c26750,815
394.NGR_c03330,816
394.NGR_c33370,817
394.NGR_c01220,818
394.NGR_c01230,819
394.NGR_c13390,820
394.NGR_c01260,821
394.NGR_c01330,822
394.NGR_c01350,823
394.NGR_c01340,824
394.NGR_c01400,825
394.NGR_c08930,826
394.NGR_c18060,827
394.NGR_c18050,828
394.NGR_c35760,829
394.NGR_c01420,830
394.NGR_c07760,831
394.NGR_c01440,832
394.NGR_c01450,833
394.NGR_c01460,834
394.NGR_c19790,835
394.NGR_c32290,836
394.NGR_c16070,837
394.NGR_c24700,838
394.NGR_c32710,839
394.NGR_c06050,840
394.NGR_c08910,841
394.NGR_c22870,842
394.NGR_c27600,843
394.NGR_c07300,844
394.NGR_c01510,845
394.NGR_c27370,846
394.NGR_c11110,847
394.NGR_c25110,848
394.NGR_c14010,849
394.NGR_c01870,850
394.NGR_c23690,851
394.NGR_c01980,852
394.NGR_c22760,853
394.NGR_c34380,854
394.NGR_c32960,855
394.NGR_c32980,856
394.NGR_c01520,857
394.NGR_c28520,858
394.NGR_c01530,859
394.NGR_c03490,860
394.NGR_c21650,861
394.NGR_c24420,862
394.NGR_c01560,863
394.NGR_c08750,864
394.NGR_c10280,865
394.NGR_c36850,866
394.NGR_c13180,867
394.NGR_c18450,868
394.NGR_c14980,869
394.NGR_c25460,870
394.NGR_c21310,871
394.NGR_c25390,872
394.NGR_c34990,873
394.NGR_c01600,874
394.NGR_c13150,875
394.NGR_c30580,876
394.NGR_c15220,877
394.NGR_c13160,878
394.NGR_c13170,879
394.NGR_c01890,880
394.NGR_c17190,881
394.NGR_c17200,882
394.NGR_c01960,883
394.NGR_c01930,884
394.NGR_c01940,885
394.NGR_c25170,886
394.NGR_c20660,887
394.NGR_c20700,888
394.NGR_c20690,889
394.NGR_c25150,890
394.NGR_c25340,891
394.NGR_c25180,892
394.NGR_c25350,893
394.NGR_c34330,894
394.NGR_c32240,895
394.NGR_c30590,896
394.NGR_c32190,897
394.NGR_c32840,898
394.NGR_c32830,899
394.NGR_c34370,900
394.NGR_c34360,901
394.NGR_c34550,902
394.NGR_c05450,903
394.NGR_c06020,904
394.NGR_c06010,905
394.NGR_c06030,906
394.NGR_c01680,907
394.NGR_c17250,908
394.NGR_c29930,909
394.NGR_c32720,910
394.NGR_c05020,911
394.NGR_c11740,912
394.NGR_c14000,913
394.NGR_c24350,914
394.NGR_c34290,915
394.NGR_c36630,916
394.NGR_c06180,917
394.NGR_c22140,918
394.NGR_c10480,919
394.NGR_c10490,920
394.NGR_c10510,921
394.NGR_c10500,922
394.NGR_c10630,923
394.NGR_c10580,924
394.NGR_c10570,925
394.NGR_c10610,926
394.NGR_c10620,927
394.NGR_c13830,928
394.NGR_c19820,929
394.NGR_c20430,930
394.NGR_c20440,931
394.NGR_c22030,932
394.NGR_c22040,933
394.NGR_c22130,934
394.NGR_c22100,935
394.NGR_c22090,936
394.NGR_c22120,937
394.NGR_c22110,938
394.NGR_c07500,939
394.NGR_c29680,940
394.NGR_c22930,941
394.NGR_c26900,942
394.NGR_c28620,943
394.NGR_c26910,944
394.NGR_c01700,945
394.NGR_c15360,946
394.NGR_c23470,947
394.NGR_c14640,948
394.NGR_c32020,949
394.NGR_c06110,950
394.NGR_c06300,951
394.NGR_c01800,952
394.NGR_c28680,953
394.NGR_c24760,954
394.NGR_c04400,955
394.NGR_c24920,956
394.NGR_c25230,957
394.NGR_c02620,958
394.NGR_c04390,959
394.NGR_c09970,960
394.NGR_c19680,961
394.NGR_c14400,962
394.NGR_c14930,963
394.NGR_c28690,964
394.NGR_c21870,965
394.NGR_c26220,966
394.NGR_c27080,967
394.NGR_c36470,968
394.NGR_c30830,969
394.NGR_c32780,970
394.NGR_c34040,971
394.NGR_c33260,972
394.NGR_c01880,973
394.NGR_c08380,974
394.NGR_c31630,975
394.NGR_c25360,976
394.NGR_c01950,977
394.NGR_c27070,978
394.NGR_c30230,979
394.NGR_c35520,980
394.NGR_c32180,981
394.NGR_c01900,982
394.NGR_c01910,983
394.NGR_c16720,984
394.NGR_c16710,985
394.NGR_c16730,986
394.NGR_c25530,987
394.NGR_c25550,988
394.NGR_c05240,989
394.NGR_c17970,990
394.NGR_c25780,991
394.NGR_c09850,992
394.NGR_c01920,993
394.NGR_c18520,994
394.NGR_c27330,995
394.NGR_c17180,996
394.NGR_c08200,997
394.NGR_c07980,998
394.NGR_c20310,999
394.NGR_c12760,1000
394.NGR_c13110,1001
394.NGR_c12880,1002
394.NGR_c14570,1003
394.NGR_c15280,1004
394.NGR_c14920,1005
394.NGR_c06610,1006
394.NGR_c21600,1007
394.NGR_c27340,1008
394.NGR_c30190,1009
394.NGR_c29920,1010
394.NGR_c31220,1011
394.NGR_c11760,1012
394.NGR_c02040,1013
394.NGR_c02060,1014
394.NGR_c17410,1015
394.NGR_c25140,1016
394.NGR_c09100,1017
394.NGR_c06060,1018
394.NGR_c16960,1019
394.NGR_c02100,1020
394.NGR_c10130,1021
394.NGR_c04410,1022
394.NGR_c32480,1023
394.NGR_c02260,1024
394.NGR_c02110,1025
394.NGR_c32130,1026
394.NGR_c02120,1027
394.NGR_c05430,1028
394.NGR_c02150,1029
394.NGR_c11150,1030
394.NGR_c21080,1031
394.NGR_c33580,1032
394.NGR_c05620,1033
394.NGR_c09530,1034
394.NGR_c16190,1035
394.NGR_c34570,1036
394.NGR_c10120,1037
394.NGR_c36450,1038
394.NGR_c06620,1039
394.NGR_c02290,1040
394.NGR_c02350,1041
394.NGR_c02500,1042
394.NGR_c24750,1043
394.NGR_c24690,1044
394.NGR_c02510,1045
394.NGR_c02520,1046
394.NGR_c17120,1047
394.NGR_c19510,1048
394.NGR_c21420,1049
394.NGR_c24630,1050
394.NGR_c02680,1051
394.NGR_c30760,1052
394.NGR_c33430,1053
394.NGR_c35710,1054
394.NGR_c02610,1055
394.NGR_c02660,1056
394.NGR_c02720,1057
394.NGR_c02760,1058
394.NGR_c02650,1059
394.NGR_c23100,1060
394.NGR_c03020,1061
394.NGR_c05800,1062
394.NGR_c28210,1063
394.NGR_c02810,1064
394.NGR_c02890,1065
394.NGR_c02690,1066
394.NGR_c31100,1067
394.NGR_c02710,1068
394.NGR_c02770,1069
394.NGR_c02940,1070
394.NGR_c03010,1071
394.NGR_c16030,1072
394.NGR_c02780,1073
394.NGR_c02790,1074
394.NGR_c20980,1075
394.NGR_c02840,1076
394.NGR_c02960,1077
394.NGR_c03000,1078
394.NGR_c03070,1079
394.NGR_c08000,1080
394.NGR_c03080,1081
394.NGR_c23560,1082
394.NGR_c13410,1083
394.NGR_c09330,1084
394.NGR_c09320,1085
394.NGR_c23720,1086
394.NGR_c16480,1087
394.NGR_c15170,1088
394.NGR_c27680,1089
394.NGR_c26380,1090
394.NGR_c31300,1091
394.NGR_c34950,1092
394.NGR_c25620,1093
394.NGR_c24860,1094
394.NGR_c30990,1095
394.NGR_c14540,1096
394.NGR_c24740,1097
394.NGR_c35400,1098
394.NGR_c28990,1099
394.NGR_c28950,1100
394.NGR_c28970,1101
394.NGR_c03340,1102
394.NGR_c21690,1103
394.NGR_c21510,1104
394.NGR_c19690,1105
394.NGR_c19540,1106
394.NGR_c19550,1107
394.NGR_c21490,1108
394.NGR_c21500,1109
394.NGR_c29840,1110
394.NGR_c21720,1111
394.NGR_c21710,1112
394.NGR_c21760,1113
394.NGR_c24590,1114
394.NGR_c03310,1115
394.NGR_c29850,1116
394.NGR_c03280,1117
394.NGR_c32620,1118
394.NGR_c32610,1119
394.NGR_c03300,1120
394.NGR_c34170,1121
394.NGR_c03440,1122
394.NGR_c04760,1123
394.NGR_c03160,1124
394.NGR_c22690,1125
394.NGR_c22190,1126
394.NGR_c22180,1127
394.NGR_c10550,1128
394.NGR_c12280,1129
394.NGR_c10600,1130
394.NGR_c10590,1131
394.NGR_c20470,1132
394.NGR_c33710,1133
394.NGR_c03170,1134
394.NGR_c05210,1135
394.NGR_c03180,1136
394.NGR_c03190,1137
394.NGR_c03200,1138
394.NGR_c25440,1139
394.NGR_c25050,1140
394.NGR_c03270,1141
394.NGR_c25300,1142
394.NGR_c25310,1143
394.NGR_c25330,1144
394.NGR_c26110,1145
394.NGR_c14430,1146
394.NGR_c34100,1147
394.NGR_c28060,1148
394.NGR_c27860,1149
394.NGR_c05010,1150
394.NGR_c34400,1151
