concept:company:tomtom	concept:competeswith	concept:company:netsuite_inc_	0.99121094
concept:company:espn_	concept:competeswith	concept:politicsblog:huffington_post	0.8593745
concept:company:yahoo	concept:competeswith	concept:blog:national_geographic	0.859375
concept:blog:entertainment_weekly	concept:competeswith	concept:politicsblog:omaha_world_herald	0.85934067
concept:company:web_site	concept:competeswith	concept:blog:sun_times	0.9837544
concept:company:rolling_stone	concept:competeswith	concept:website:atlanta_journal_constitution	0.9978006
concept:newspaper:weekly	concept:competeswith	concept:publication:cnn__pbs	0.9647064
concept:company:rush_limbaugh	concept:competeswith	concept:politicsblog:usa_today	0.859375
concept:politicsblog:newsday	concept:competeswith	concept:politicsblog:pittsburgh_post_gazette	0.8593745
concept:magazine:the_weekly_standard	concept:competeswith	concept:website:chicago_tribune	0.9285202
concept:politicsblog:the_village_voice	concept:competeswith	concept:politicsblog:sunday_times	1.0
concept:politicsblog:the_washington_post	concept:competeswith	concept:politicsblog:national_review	0.859375
concept:company:united_press_international	concept:competeswith	concept:newspaper:hollywood_reporter	0.9560547
concept:newspaper:providence_journal	concept:competeswith	concept:blog:businessweek	0.859375
concept:transportation:global_express_mail	concept:competeswith	concept:company:canada	0.9296875
concept:blog:fox_news	concept:competeswith	concept:company:yahoo__local	0.859375
concept:newspaper:business_week	concept:competeswith	concept:politicsblog:entrepreneur	0.99780273
concept:website:publishers_weekly	concept:competeswith	concept:company:bloomberg001	0.859375
concept:blog:new_york_magazine	concept:competeswith	concept:politicsblog:gazette	0.859375
concept:politicsblog:guardian	concept:competeswith	concept:politicsblog:denver_post	0.89453125
concept:website:atlanta_journal_constitution	concept:competeswith	concept:blog:sun_times	0.9890137
concept:company:christian_science_monitor	concept:competeswith	concept:company:msnbc	0.859375
concept:company:kwit	concept:competeswith	concept:company:page	0.9999994
concept:blog:new_york_times_magazine	concept:competeswith	concept:newspaper:le_monde	0.9296875
concept:politicsblog:the_village_voice	concept:competeswith	concept:company:abcnews	0.859375
concept:blog:businessweek	concept:competeswith	concept:blog:san_jose_mercury	0.859375
concept:politicsblog:oregonian	concept:competeswith	concept:company:vogue001	0.9647064
concept:company:harvard_business_review001	concept:competeswith	concept:company:msnbc	0.859375
concept:politicsblog:the_times	concept:competeswith	concept:company:al_jazeera_and_al_arabiya	0.96043205
concept:website:wall_street_journal	concept:competeswith	concept:company:corporate_counsel	0.8593745
concept:newspaper:parade_magazine	concept:competeswith	concept:company:chronicle	0.859375
concept:politicsblog:nbc_news	concept:competeswith	concept:company:the_new_york_daily_news001	0.8593749
concept:politicsblog:progressive	concept:competeswith	concept:politicsblog:npr	0.8593749
concept:radiostation:kzum	concept:competeswith	concept:company:bbc001	0.99780273
concept:politicsblog:financial_times	concept:competeswith	concept:newspaper:l_a__times	0.96484375
concept:website:harper_s	concept:competeswith	concept:company:msnbc	0.99779105
concept:publication:post	concept:competeswith	concept:company:townhall_com	0.859375
concept:blog:myspace	concept:competeswith	concept:company:admob_inc_	0.9627534
concept:newspaper:times	concept:competeswith	concept:blog:worldnetdaily	0.859375
concept:blog:new_york_press	concept:competeswith	concept:publication:evening_post	0.9296875
concept:blog:new_york_magazine	concept:competeswith	concept:politicsblog:money_magazine	0.96484375
concept:blog:good_housekeeping_magazine	concept:competeswith	concept:magazine:the_atlantic_monthly	0.85934067
concept:blog:politico	concept:competeswith	concept:blog:cox_newspapers	0.9560547
concept:politicsblog:newark_star_ledger	concept:competeswith	concept:newspaper:the_san_francisco_chronicle	0.85937285
concept:website:chicago_tribune	concept:competeswith	concept:company:inter_press_service	0.99121094
concept:politicsblog:miami_herald	concept:competeswith	concept:geopoliticallocation:national	0.9824219
concept:company:paris_match001	concept:competeswith	concept:magazine:wired	0.9824219
concept:politicsblog:new_york_times	concept:competeswith	concept:company:about_com	0.859375
concept:company:vanity_fair	concept:competeswith	concept:magazine:teen_people	0.8593664
concept:politicsblog:guardian	concept:competeswith	concept:politicsblog:detroit_news	0.9560547
concept:politicsblog:independent	concept:competeswith	concept:magazine:u_s__news	0.96429443
concept:blog:new_york_post	concept:competeswith	concept:company:vanity_fair	0.96483946
concept:magazine:vogue	concept:competeswith	concept:blog:fortune	0.9910736
concept:company:slashdot	concept:competeswith	concept:newspaper:hollywood_reporter	0.9560547
concept:company:european_pressphoto_agency	concept:competeswith	concept:newspaper:times	0.859375
concept:politicsblog:arizona_republic	concept:competeswith	concept:blog:publishers_weekly	0.85934067
concept:company:at__t_bell_laboratories	concept:competeswith	concept:newspaper:sun_microsystems	0.96484375
concept:company:vanity_fair	concept:competeswith	concept:company:money	0.96429443
concept:politicsblog:daily_oklahoman	concept:competeswith	concept:politicsblog:newsday	0.96484375
concept:politicsblog:cnn	concept:competeswith	concept:newspaper:times	0.99953055
concept:blog:new_york_magazine	concept:competeswith	concept:publication:e__online	0.859375
concept:company:novell	concept:competeswith	concept:company:express	0.96484363
concept:company:new_york_review_of_books001	concept:competeswith	concept:magazine:new_yorker	0.99780273
concept:company:cnn_	concept:competeswith	concept:blog:new_york_times_magazine	0.9648094
concept:company:time_magazine001	concept:competeswith	concept:magazine:oprah	0.8593749
concept:politicsblog:la_times	concept:competeswith	concept:politicsblog:wired_news	0.9560547
concept:politicsblog:sacramento_bee	concept:competeswith	concept:politicsblog:financial_times	0.859375
concept:company:examiner	concept:competeswith	concept:geopoliticallocation:national	0.9824219
concept:company:financial	concept:competeswith	concept:newspaper:national_review	0.9999999
concept:company:time_magazine001	concept:competeswith	concept:politicsblog:people_	0.96484363
concept:company:harvard_business_review001	concept:competeswith	concept:website:financial_times	1.0
concept:company:utne_reader	concept:competeswith	concept:company:slashdot	0.9560547
concept:company:hill	concept:competeswith	concept:blog:businessweek	0.859375
concept:company:telegraph001	concept:competeswith	concept:website:cbs_evening_news	0.859375
concept:company:vanity_fair	concept:competeswith	concept:politicsblog:roll_call	0.8593664
concept:politicsblog:nbc_news	concept:competeswith	concept:company:miami_herald001	0.9241943
concept:website:google	concept:competeswith	concept:newspaper:online	0.859375
concept:politicsblog:la_times	concept:competeswith	concept:company:examiner	0.97775245
concept:publication:western_mail	concept:competeswith	concept:publication:washington	0.859375
concept:blog:legal_times	concept:competeswith	concept:publication:business_daily	0.99780273
concept:blog:new_york_times_magazine	concept:competeswith	concept:blog:businessweek	0.96484375
concept:magazine:the_atlantic_monthly	concept:competeswith	concept:politicsblog:the_washington_times	0.85934067
concept:company:yellow_pages	concept:competeswith	concept:company:delicious	0.9911766
concept:company:honeywell	concept:competeswith	concept:company:krnv_tv	1.0
concept:magazine:u_s__news	concept:competeswith	concept:company:utne_reader	0.9296875
concept:website:publishers_weekly	concept:competeswith	concept:publication:business_daily	0.859375
concept:company:der_spiegel	concept:competeswith	concept:website:chicago_sun_times	0.96429443
concept:company:huffington	concept:competeswith	concept:radiostation:kzum	0.99121094
concept:politicsblog:denver_post	concept:competeswith	concept:company:al_jazeera_and_al_arabiya	0.8945141
concept:blog:the_new_york_post	concept:competeswith	concept:blog:scientific_american	0.99780273
concept:politicsblog:newsweek	concept:competeswith	concept:politicsblog:the_times	0.9560547
concept:company:the_new_republic001	concept:competeswith	concept:politicsblog:cnn	0.99898124
concept:blog:washington_examiner	concept:competeswith	concept:politicsblog:herald_tribune	0.8593745
concept:blog:gawker	concept:competeswith	concept:publication:bookforum	0.9296875
concept:company:national_enquirer001	concept:competeswith	concept:newspaper:times	0.859375
concept:website:scientific_american	concept:competeswith	concept:magazine:the_nation	0.9998627
concept:blog:e__news	concept:competeswith	concept:company:msnbc	0.8593633
concept:blog:legal_times	concept:competeswith	concept:company:better_homes_and_gardens	0.9626465
concept:publication:abc_news	concept:competeswith	concept:company:vanity_fair	0.8593664
concept:newspaper:providence_journal	concept:competeswith	concept:politicsblog:usa_today	0.859375
concept:cave:ie	concept:competeswith	concept:company:netsuite_inc_	0.99999976
concept:publication:western_mail	concept:competeswith	concept:politicsblog:main_page	0.859375
concept:politicsblog:nbc_news	concept:competeswith	concept:company:new_york_review_of_books001	0.99560547
concept:politicsblog:cnn	concept:competeswith	concept:company:national_public_radio001	0.99898124
concept:newspaper:the_los_angeles_times	concept:competeswith	concept:newspaper:times	0.92941284
concept:company:nation	concept:competeswith	concept:company:usa_today001	0.9648416
concept:blog:fortune	concept:competeswith	concept:blog:san_jose_mercury	0.85937476
concept:politicsblog:nbc_news	concept:competeswith	concept:politicsblog:houston_chronicle	0.9972534
concept:company:bbc001	concept:competeswith	concept:publication:roger_ebert	0.8592377
concept:blog:new_york_magazine	concept:competeswith	concept:company:flickr001	0.859375
concept:blog:fox_news	concept:competeswith	concept:blog:times_newspapers	0.9077138
concept:company:admob_inc_	concept:competeswith	concept:company:mapquest	0.96484303
concept:company:netsuite_inc_	concept:competeswith	concept:blog:myspace	0.99790967
concept:company:amazon	concept:competeswith	concept:biotechcompany:ibm	0.99121094
concept:politicsblog:new_york_times_book_review	concept:competeswith	concept:publication:boston_globe	0.9889456
concept:company:newsletter	concept:competeswith	concept:company:wikipedia	0.9560547
concept:geopoliticallocation:national	concept:competeswith	concept:company:rolling_stone	0.9912088
concept:magazine:oprah	concept:competeswith	concept:politicsblog:huffington_post	0.8593745
concept:company:the_nation001	concept:competeswith	concept:website:paris_review	0.9647064
concept:politicsblog:the_herald_tribune	concept:competeswith	concept:company:express	0.9296875
concept:company:national_catholic_reporter001	concept:competeswith	concept:politicsblog:huffington_post	0.8593745
concept:company:la	concept:competeswith	concept:newspaper:friday_times	0.859375
concept:politicsblog:herald_tribune	concept:competeswith	concept:blog:the_new_york_times	0.9031743
concept:company:web_site	concept:competeswith	concept:politicsblog:npr	0.99254346
concept:bank:ground_service	concept:competeswith	concept:company:us_parcel_post	0.8593664
concept:publication:post	concept:competeswith	concept:politicsblog:sunday_times	0.8606478
concept:newspaper:business_week	concept:competeswith	concept:blog:fox_news	1.0
concept:blog:gawker	concept:competeswith	concept:politicsblog:the_herald_tribune	0.9296875
concept:magazine:vogue	concept:competeswith	concept:company:vogue001	0.99972534
concept:company:national_post001	concept:competeswith	concept:politicsblog:herald_tribune	0.8593745
concept:company:new_york_review_of_books001	concept:competeswith	concept:publication:sports_illustrated	0.99560547
concept:company:sun	concept:competeswith	concept:company:evening_star	0.859375
concept:company:twitter	concept:competeswith	concept:newspaper:hollywood_reporter	0.9626465
concept:website:national_law_journal	concept:competeswith	concept:website:financial_times	0.96484375
concept:politicsblog:herald_tribune	concept:competeswith	concept:company:spectator001	0.8769531
concept:blog:the_new_york_times	concept:competeswith	concept:website:new_york_daily_news	0.9994507
concept:company:apple	concept:competeswith	concept:company:firefox	0.9851692
concept:website:the_new_york_herald_tribune	concept:competeswith	concept:politicsblog:herald_tribune	0.9296875
concept:newspaper:chronicle_of_higher_education	concept:competeswith	concept:politicsblog:the_herald_tribune	0.9560547
concept:blog:entertainment_weekly	concept:competeswith	concept:company:about_com	0.85934067
concept:company:better_homes_and_gardens	concept:competeswith	concept:website:financial_times	0.96484375
concept:politicsblog:journal_newspapers	concept:competeswith	concept:magazine:people	0.9647064
concept:company:paris_match001	concept:competeswith	concept:newspaper:the_new_york_observer	0.9560547
concept:politicsblog:national_review	concept:competeswith	concept:publication:post_last_week	0.859375
concept:politicsblog:daily_kos	concept:competeswith	concept:magazine:the_weekly_standard	0.8592377
concept:politicsblog:la_times	concept:competeswith	concept:publication:bookforum	0.96429443
concept:company:bbc001	concept:competeswith	concept:company:new_republic	0.9998541
concept:company:daily_news001	concept:competeswith	concept:politicsblog:houston_chronicle	0.99890137
concept:blog:the_new_york_post	concept:competeswith	concept:politicsblog:nbc_news	0.99560547
concept:company:national_public_radio001	concept:competeswith	concept:company:slashdot	0.9906616
concept:magazine:the_daily_show_with_jon_stewart	concept:competeswith	concept:politicsblog:huffington_post	0.8593745
concept:politicsblog:the_washington_post	concept:competeswith	concept:magazine:people	0.8592377
concept:company:usa_today001	concept:competeswith	concept:company:hill	0.85937285
concept:publication:wall_st___journal	concept:competeswith	concept:magazine:wired	0.9560547
concept:geopoliticallocation:national	concept:competeswith	concept:politicsblog:the_telegraph	0.9560547
concept:website:chicago_tribune	concept:competeswith	concept:company:al_jazeera_and_al_arabiya	0.9120922
concept:company:marketwatch	concept:competeswith	concept:politicsblog:financial_times	0.859375
concept:politicsblog:guardian	concept:competeswith	concept:blog:l_a__weekly	0.859375
concept:magazine:teen_people	concept:competeswith	concept:politicsblog:npr	0.8593749
concept:politicsblog:detroit_free_press	concept:competeswith	concept:politicsblog:daily_mail	0.9626465
concept:website:abc_world_news	concept:competeswith	concept:politicsblog:washington_post	0.9648435
concept:blog:the_new_york_post	concept:competeswith	concept:newspaper:times	0.99780273
concept:newspaper:vida_newspaper	concept:competeswith	concept:company:liverpool_echo	0.859375
concept:politicsblog:washington_post	concept:competeswith	concept:company:chronicle	0.859375
concept:publication:diigo	concept:competeswith	concept:company:live_nation	0.98845935
concept:company:tls	concept:competeswith	concept:company:paris_match001	0.9560547
concept:publication:the_times_literary_supplement	concept:competeswith	concept:company:msnbc	0.8593633
concept:publication:nbc_nightly_news	concept:competeswith	concept:blog:publishers_weekly	0.85934067
concept:blog:businessweek	concept:competeswith	concept:blog:the_new_york_times	0.96484375
concept:politicsblog:daily_mirror	concept:competeswith	concept:company:salon	0.96429443
concept:website:daily_telegraph	concept:competeswith	concept:politicsblog:the_village_voice	0.9560547
concept:politicsblog:detroit_news	concept:competeswith	concept:company:reader__s_digest	0.9033203
concept:publication:western_mail	concept:competeswith	concept:company:honeywell	0.859375
concept:company:newyork	concept:competeswith	concept:newspaper:times	0.85937357
concept:company:bbc001	concept:competeswith	concept:politicsblog:seattle_times	0.9910736
concept:company:inter_press_service	concept:competeswith	concept:blog:cnet	0.9560547
concept:blog:entertainment_weekly	concept:competeswith	concept:newspaper:london_sunday_times	0.85934067
concept:bank:international_priority_mail	concept:competeswith	concept:company:ups_3_day_select	0.859375
concept:blog:fox_news	concept:competeswith	concept:newspaper:the_des_moines_register	0.85937285
concept:publication:style_magazine	concept:competeswith	concept:blog:fox_news	0.859375
concept:politicsblog:amsterdam_news	concept:competeswith	concept:website:the_new_york_herald_tribune	0.9560547
concept:website:the_new_york_herald_tribune	concept:competeswith	concept:website:paris_review	0.9296875
concept:politicsblog:buffalo_news	concept:competeswith	concept:politicsblog:journal_newspapers	0.9560547
concept:politicsblog:herald_tribune	concept:competeswith	concept:blog:new_york_law_journal	0.9296875
concept:company:mother_jones	concept:competeswith	concept:company:the_progressive001	0.9560547
concept:politicsblog:time_	concept:competeswith	concept:blog:the_new_york_times	0.85934067
concept:magazine:vogue	concept:competeswith	concept:company:der_spiegel	0.9647064
concept:politicsblog:business_journal	concept:competeswith	concept:politicsblog:sacramento_bee	0.8593695
concept:publication:american_spectator	concept:competeswith	concept:company:npr	0.8592377
concept:company:canada	concept:competeswith	concept:website:google	0.859375
concept:newspaper:times	concept:competeswith	concept:politicsblog:jerusalem_post	0.9821472
concept:company:yelp	concept:competeswith	concept:company:google_affiliate_network	0.96429443
concept:company:netsuite_inc_	concept:competeswith	concept:company:flex	0.96484375
concept:retailstore:usps	concept:competeswith	concept:politicsblog:independent	0.85937285
concept:blog:new_york_press	concept:competeswith	concept:politicsblog:huffington_post	0.9648433
concept:politicsblog:the_telegraph	concept:competeswith	concept:website:harper_s	0.9626465
concept:company:utne_reader	concept:competeswith	concept:publication:the_washington_monthly	0.9296875
concept:blog:new_york_sun	concept:competeswith	concept:publication:post	0.9560547
concept:website:youtube	concept:competeswith	concept:company:vogue001	0.8592377
concept:website:wall_street_journal	concept:competeswith	concept:company:gq	0.8593745
concept:company:far_eastern_economic_review	concept:competeswith	concept:newspaper:ny_times	0.9824219
concept:blog:ny_post	concept:competeswith	concept:publication:cnn	0.859375
concept:website:wall_street_journal	concept:competeswith	concept:company:dc	0.8593745
concept:blog:brooklyn_paper	concept:competeswith	concept:company:msnbc	0.8593633
concept:bank:media_mail	concept:competeswith	concept:bank:u_s	0.99780273
concept:politicsblog:huffington_post	concept:competeswith	concept:newspaper:business_week	0.96484375
concept:blog:myspace	concept:competeswith	concept:river:questions	0.89453125
concept:company:time_magazine001	concept:competeswith	concept:company:nyt	0.96484375
concept:company:examiner	concept:competeswith	concept:website:chicago_sun_times	0.97775245
concept:bank:us_postal_service	concept:competeswith	concept:bank:usps_media_mail	0.859375
concept:magazine:the_atlantic_monthly	concept:competeswith	concept:politicsblog:long_island_newsday	0.9648094
concept:magazine:people	concept:competeswith	concept:politicsblog:houston_chronicle	0.99931335
concept:politicsblog:sunday_times	concept:competeswith	concept:magazine:people	0.9120407
concept:company:national_post001	concept:competeswith	concept:blog:tribune	0.859375
concept:company:orkut	concept:competeswith	concept:publication:washington	0.96429443
concept:magazine:people	concept:competeswith	concept:newspaper:london_sunday_times	0.8592377
concept:blog:fortune_magazine	concept:competeswith	concept:company:new_york_time	0.9626465
concept:politicsblog:oregonian	concept:competeswith	concept:blog:new_york_magazine	0.96484375
concept:company:mother_jones_magazine001	concept:competeswith	concept:blog:herald	0.85937285
concept:publication:sports_illustrated	concept:competeswith	concept:website:chicago_tribune	0.96484375
concept:company:the_new_york_daily_news001	concept:competeswith	concept:website:new_york_daily_news	0.859375
concept:company:dazed	concept:competeswith	concept:newspaper:times	0.859375
concept:politicsblog:national_review	concept:competeswith	concept:company:boston_phoenix001	0.859375
concept:company:hotmail	concept:competeswith	concept:company:zoho	0.9999969
concept:magazine:the_nation	concept:competeswith	concept:publication:industry_standard	0.8592377
concept:company:tomtom	concept:competeswith	concept:company:google_affiliate_network	0.9560547
concept:publication:business_daily	concept:competeswith	concept:company:reader__s_digest	0.859375
concept:company:vanity_fair	concept:competeswith	concept:company:examiner	0.99120235
concept:bank:u_s	concept:competeswith	concept:bank:international_priority_mail	1.0
concept:biotechcompany:ibm	concept:competeswith	concept:company:blackberry	0.859375
concept:blog:cnet	concept:competeswith	concept:company:examiner	0.9648433
concept:publication:post	concept:competeswith	concept:politicsblog:denver_post	0.96484375
concept:politicsblog:cnn	concept:competeswith	concept:company:al_jazeera_and_al_arabiya	0.9643743
concept:automobilemaker:daimler_benz	concept:competeswith	concept:automobilemaker:gm	0.9560547
concept:magazine:wired	concept:competeswith	concept:company:united_press_international	0.9824219
concept:blog:__google	concept:competeswith	concept:company:time_warner	0.859375
concept:blog:news_com	concept:competeswith	concept:blog:entertainment_weekly	0.85934067
concept:magazine:vogue	concept:competeswith	concept:website:paper	0.8592377
concept:geopoliticallocation:national	concept:competeswith	concept:magazine:new_yorker	0.99121094
concept:politicsblog:usa_today	concept:competeswith	concept:politicsblog:cleveland_plain_dealer	0.96484375
concept:politicsblog:cnn	concept:competeswith	concept:politicsblog:amsterdam_news	0.9907415
concept:blog:scientific_american	concept:competeswith	concept:website:esquire_magazine	0.859375
concept:blog:myspace	concept:competeswith	concept:company:yellow_pages	0.9891206
concept:blog:businessweek	concept:competeswith	concept:website:herald_tribune	0.859375
concept:politicsblog:sunday_times	concept:competeswith	concept:magazine:teen_people	0.859375
concept:newspaper:the_san_francisco_chronicle	concept:competeswith	concept:publication:nbc_universal	0.98456883
concept:company:time_magazine001	concept:competeswith	concept:company:huffington	0.99121094
concept:company:cnbc001	concept:competeswith	concept:politicsblog:los_angeles_business_journal	0.99121094
concept:magazine:the_nation	concept:competeswith	concept:company:vanity_fair	0.9998541
concept:blog:sun_times	concept:competeswith	concept:politicsblog:huffington_post	0.99121046
concept:publication:post	concept:competeswith	concept:politicsblog:detroit_news	0.99121094
concept:newspaper:higher_education	concept:competeswith	concept:company:npr	0.8592377
concept:newspaper:chronicle_of_higher_education	concept:competeswith	concept:company:tls	0.9560547
concept:newspaper:american_lawyer_magazine	concept:competeswith	concept:company:usa_today001	0.85937285
concept:magazine:automobile_magazine	concept:competeswith	concept:company:the_nation001	0.8592377
concept:company:ft	concept:competeswith	concept:company:money	0.9906616
concept:website:hindustan_times	concept:competeswith	concept:publication:washington	0.859375
concept:blog:scientific_american	concept:competeswith	concept:blog:south_china_morning_post	0.859375
concept:politicsblog:newsday	concept:competeswith	concept:blog:saturday_evening_post	0.8593745
concept:politicsblog:hartford_courant	concept:competeswith	concept:website:financial_times	0.859375
concept:newspaper:record	concept:competeswith	concept:politicsblog:london_times	0.8593664
concept:website:chicago_tribune	concept:competeswith	concept:blog:entertainment_weekly	0.85934067
concept:company:der_spiegel	concept:competeswith	concept:geopoliticallocation:national	0.9560547
concept:website:paris_review	concept:competeswith	concept:blog:publishers_weekly	0.9648094
concept:politicsblog:oregonian	concept:competeswith	concept:politicsblog:miami_herald	0.9560547
concept:blog:national_geographic	concept:competeswith	concept:company:dazed	0.859375
concept:company:zillow	concept:competeswith	concept:website:del_icio_us	0.9560547
concept:politicsblog:herald_tribune	concept:competeswith	concept:company:reuters001	0.9296875
concept:company:dazed	concept:competeswith	concept:magazine:the_atlantic_monthly	0.85934067
concept:politicsblog:atlanta_constitution	concept:competeswith	concept:company:money	0.9906616
concept:company:bloomberg001	concept:competeswith	concept:blog:inc__magazine	0.859375
concept:geopoliticallocation:national	concept:competeswith	concept:publication:sports_illustrated	0.9890137
concept:magazine:vogue	concept:competeswith	concept:politicsblog:le_monde	0.8592377
concept:politicsblog:the_times	concept:competeswith	concept:blog:scientific_american	0.99121094
concept:blog:new_york_law_journal	concept:competeswith	concept:politicsblog:cnn	0.9643743
concept:company:summize	concept:competeswith	concept:company:blogpulse	0.859375
concept:publication:the_believer	concept:competeswith	concept:politicsblog:daily_mail	0.9296875
concept:newspaper:record	concept:competeswith	concept:company:dawn	0.8593664
concept:politicsblog:long_island_newsday	concept:competeswith	concept:company:msnbc	0.96483207
concept:blog:publishers_weekly	concept:competeswith	concept:blog:brooklyn_paper	0.85934067
concept:blog:entertainment_weekly	concept:competeswith	concept:politicsblog:time_	0.85934067
concept:company:general_motors	concept:competeswith	concept:company:detroit	0.859375
concept:politicsblog:sunday_times	concept:competeswith	concept:politicsblog:roll_call	0.859375
concept:company:new_york_review_of_books001	concept:competeswith	concept:newspaper:the_san_francisco_chronicle	0.9978006
concept:politicsblog:daily_oklahoman	concept:competeswith	concept:company:inter_press_service	0.9560547
concept:politicsblog:guardian	concept:competeswith	concept:newspaper:parade_magazine	0.859375
concept:politicsblog:detroit_free_press	concept:competeswith	concept:website:cbs_evening_news	0.859375
concept:company:orkut	concept:competeswith	concept:company:amazon	0.9705639
concept:company:rolling_stone	concept:competeswith	concept:publication:industry_standard	0.85937285
concept:blog:politico	concept:competeswith	concept:website:chicago_sun_times	0.9560547
concept:company:time_magazine001	concept:competeswith	concept:company:npr	0.9998627
concept:blog:herald	concept:competeswith	concept:politicsblog:milwaukee_journal	0.85937285
concept:website:the_press_enterprise	concept:competeswith	concept:company:page	0.9999994
concept:website:linked_in	concept:competeswith	concept:company:details	0.9296875
concept:website:google	concept:competeswith	concept:company:forum	0.859375
concept:company:pravda001	concept:competeswith	concept:politicsblog:newsday	0.8593745
concept:company:new_york_review_of_books001	concept:competeswith	concept:company:rolling_stone	0.9978006
concept:company:mapquest	concept:competeswith	concept:company:plaxo	0.8593743
concept:magazine:the_weekly_standard	concept:competeswith	concept:company:vogue001	0.9976654
concept:blog:legal_times	concept:competeswith	concept:blog:far_eastern_economic_review	0.9972534
concept:website:facebook	concept:competeswith	concept:company:new_republic	0.99779415
concept:company:verizon001	concept:competeswith	concept:company:pr	0.859375
concept:website:daily_telegraph	concept:competeswith	concept:politicsblog:huffington_post	0.9560547
concept:company:verizon001	concept:competeswith	concept:company:pc	0.9296875
concept:blog:new_york_sun	concept:competeswith	concept:magazine:u_s__news	0.9626465
concept:politicsblog:npr	concept:competeswith	concept:magazine:oprah	0.8593749
concept:company:united_press_international001	concept:competeswith	concept:politicsblog:daily_mail	0.9560547
concept:publication:post	concept:competeswith	concept:company:telegraph001	0.859375
concept:company:national_public_radio001	concept:competeswith	concept:blog:new_york_sun	0.9972534
concept:company:flex	concept:competeswith	concept:company:aol_video	0.9610437
concept:company:salon	concept:competeswith	concept:publication:drudge_report	0.9296875
concept:politicsblog:national_review	concept:competeswith	concept:politicsblog:guardian	1.0
concept:website:wall_street_journal	concept:competeswith	concept:company:commentary	0.9648433
concept:politicsblog:the_guardian	concept:competeswith	concept:company:the_new_republic001	0.99890137
concept:company:canada	concept:competeswith	concept:bank:priority	0.96484303
concept:company:zoho	concept:competeswith	concept:company:live_nation	0.9972484
concept:politicsblog:the_times	concept:competeswith	concept:politicsblog:newsday	0.9780271
concept:company:washington_monthly001	concept:competeswith	concept:blog:the_new_york_times	0.9648094
concept:publication:boston_globe	concept:competeswith	concept:website:financial_times	1.0
concept:blog:new_york_magazine	concept:competeswith	concept:website:facebook	0.99780273
concept:company:examiner	concept:competeswith	concept:company:miami_herald001	0.90020734
concept:politicsblog:daily_mail	concept:competeswith	concept:publication:wall_st___journal	0.9296875
concept:company:dow_jones	concept:competeswith	concept:newspaper:higher_education	0.8592377
concept:newspaper:the_los_angeles_times	concept:competeswith	concept:blog:scientific_american	0.859375
concept:website:scientific_american	concept:competeswith	concept:politicsblog:guardian	1.0
concept:website:commission_junction	concept:competeswith	concept:company:yahoo_instant_messaging	0.859375
concept:magazine:people	concept:competeswith	concept:politicsblog:omaha_world_herald	0.8592377
concept:company:mother_jones	concept:competeswith	concept:newspaper:hollywood_reporter	0.9296875
